----------------------------oping (cycle)
's': Emergency Stop and reset
cted single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
-------------------------------------
4D Phantom Controller Initializing...
Expected single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
Starting 4-axis synchronized cycle loop...
Time(ms), M1(SI) Target Steps, M2(Lat) Target Steps, M3(AP) Target Steps, M4(Chest) Target Steps, M3 Encoder Steps
153872, -68, 318, -84, 320, -58
153973, -72, 328, -95, 340, -63
154074, -51, 327, -102, 365, -67
154175, -30, 326, -109, 390, -72
154276, -9, 325, -116, 420, -77
154377, 12, 324, -123, 450, -83
154478, 33, 323, -129, 485, -88
154579, 54, 322, -136, 520, -95
154680, 75, 321, -143, 565, -101
154781, 96, 320, -150, 610, -108
154882, 85, 321, -189, 635, -116
154983, 74, 322, -229, 660, -122
155084, 63, 323, -268, 680, -128
155185, 52, 324, -308, 700, -134
155286, 41, 325, -347, 715, -138
155387, 30, 326, -386, 730, -142
155488, 19, 327, -426, 740, -146
155589, 8, 328, -465, 750, -148
155691, 10, 341, -459, 770, -151
155792, 12, 354, -453, 790, -155
155893, 14, 367, -446, 800, -158
155994, 16, 380, -440, 810, -161
156095, 18, 393, -434, 815, -162
156196, 20, 406, -428, 820, -163
156297, 22, 419, -421, 825, -164
156398, 24, 432, -415, 830, -165
156499, 20, 430, -351, 840, -167
156600, 16, 428, -288, 850, -169
156701, 12, 426, -224, 855, -170
156802, 8, 424, -160, 860, -171
156903, 4, 422, -96, 865, -172
157004, 0, 420, -33, 870, -173
157105, -4, 418, 31, 880, -175
157206, -8, 416, 95, 890, -177
157307, -8, 416, 95, 890, -177
157408, -8, 416, 95, 890, -177
157509, 3, 411, 53, 875, -175
157611, 14, 406, 10, 860, -172
157712, 25, 401, -33, 840, -169
157813, 36, 396, -75, 820, -165
157915, 47, 391, -118, 795, -161
158016, 58, 386, -160, 770, -157
158117, 69, 381, -203, 735, -152
158218, 80, 376, -245, 700, -146
158319, 82, 377, -239, 650, -140
158420, 84, 378, -234, 600, -132
158522, 86, 379, -228, 555, -124
158623, 88, 380, -223, 510, -116
158724, 90, 381, -217, 450, -108
158825, 92, 382, -211, 390, -98
158926, 94, 383, -206, 360, -89
159027, 96, 384, -200, 330, -80
159128, 79, 346, -177, 300, -72
159229, 62, 308, -154, 270, -65
159330, 45, 270, -131, 240, -58
159432, 28, 232, -108, 210, -51
159533, 11, 194, -84, 180, -44
159634, -6, 156, -61, 150, -38
159735, -23, 118, -38, 125, -31
159836, -40, 80, -15, 100, -26
159937, -35, 70, -13, 80, -20
160038, -30, 60, -11, 60, -15
160139, -25, 50, -9, 45, -11
160240, -20, 40, -8, 30, -7
160342, -15, 30, -6, 20, -4
160443, -10, 20, -4, 10, -1
160544, 0, 0, 0, 0, 1
160645, -5, 31, -1, 10, 1
160746, -10, 62, -1, 20, -2
160847, -15, 93, -2, 35, -5
160948, -20, 124, -3, 50, -8
161049, -25, 155, -3, 70, -11
161150, -30, 186, -4, 90, -15
161252, -35, 217, -4, 110, -19
161353, -40, 248, -5, 130, -22
161454, -44, 258, -16, 155, -26
161555, -48, 268, -28, 180, -31
161656, -52, 278, -39, 210, -36
161757, -56, 288, -50, 240, -41
161858, -60, 298, -61, 270, -47
161959, -64, 308, -73, 300, -52
162060, -68, 318, -84, 320, -58
162161, -72, 328, -95, 340, -63
162262, -51, 327, -102, 365, -67
162363, -30, 326, -109, 390, -72
162464, -9, 325, -116, 420, -77
162565, 12, 324, -123, 450, -83
162666, 33, 323, -129, 485, -88
162767, 54, 322, -136, 520, -95
162868, 75, 321, -143, 565, -101
162969, 96, 320, -150, 610, -108
163070, 85, 321, -189, 635, -116
163172, 74, 322, -229, 660, -122
163273, 63, 323, -268, 680, -128
163374, 52, 324, -308, 700, -134
163475, 41, 325, -347, 715, -138
163576, 30, 326, -386, 730, -142
163677, 19, 327, -426, 740, -146
163778, 8, 328, -465, 750, -148
163879, 10, 341, -459, 770, -151
163980, 12, 354, -453, 790, -155
164081, 14, 367, -446, 800, -158
164182, 16, 380, -440, 810, -161
164283, 18, 393, -434, 815, -162
164384, 20, 406, -428, 820, -163
164485, 22, 419, -421, 825, -164
164586, 24, 432, -415, 830, -165
164687, 20, 430, -351, 840, -167
164788, 16, 428, -288, 850, -169
164889, 12, 426, -224, 855, -170
164990, 8, 424, -160, 860, -171
165092, 4, 422, -96, 865, -172
165193, 0, 420, -33, 870, -173
165294, -4, 418, 31, 880, -175
165395, -8, 416, 95, 890, -177
165496, -8, 416, 95, 890, -177
165597, -8, 416, 95, 890, -177
165698, 3, 411, 53, 875, -175
165799, 14, 406, 10, 860, -172
165900, 25, 401, -33, 840, -169
166001, 36, 396, -75, 820, -165
166102, 47, 391, -118, 795, -161
166203, 58, 386, -160, 770, -157
166304, 69, 381, -203, 735, -152
166405, 80, 376, -245, 700, -146
166506, 82, 377, -239, 650, -140
166607, 84, 378, -234, 600, -132
166708, 86, 379, -228, 555, -125
166809, 88, 380, -223, 510, -116
166910, 90, 381, -217, 450, -108
167012, 92, 382, -211, 390, -98
167113, 94, 383, -206, 360, -89
167214, 96, 384, -200, 330, -80
167315, 79, 346, -177, 300, -72
167416, 62, 308, -154, 270, -65
167518, 45, 270, -131, 240, -58
167619, 28, 232, -108, 210, -51
167720, 11, 194, -84, 180, -44
167821, -6, 156, -61, 150, -38
167922, -23, 118, -38, 125, -32
168023, -40, 80, -15, 100, -26
168124, -35, 70, -13, 80, -20
168225, -30, 60, -11, 60, -15
168326, -25, 50, -9, 45, -11
168427, -20, 40, -8, 30, -7
168528, -15, 30, -6, 20, -4
168629, -10, 20, -4, 10, -1
168730, 0, 0, 0, 0, 1
168832, -5, 31, -1, 10, 0
168933, -10, 62, -1, 20, -2
169034, -15, 93, -2, 35, -5
169135, -20, 124, -3, 50, -8
169236, -25, 155, -3, 70, -11
169337, -30, 186, -4, 90, -15
169438, -35, 217, -4, 110, -19
169539, -40, 248, -5, 130, -22
169640, -44, 258, -16, 155, -27
169741, -48, 268, -28, 180, -31
169842, -52, 278, -39, 210, -36
169943, -56, 288, -50, 240, -41
170044, -60, 298, -61, 270, -47
170145, -64, 308, -73, 300, -52
170246, -68, 318, -84, 320, -58
170347, -72, 328, -95, 340, -63
170448, -51, 327, -102, 365, -67
170549, -30, 326, -109, 390, -72
170650, -9, 325, -116, 420, -77
170752, 12, 324, -123, 450, -83
170853, 33, 323, -129, 485, -89
170954, 54, 322, -136, 520, -95
171055, 75, 321, -143, 565, -101
171156, 96, 320, -150, 610, -109
171257, 85, 321, -189, 635, -116
171358, 74, 322, -229, 660, -122
171459, 63, 323, -268, 680, -128
171561, 52, 324, -308, 700, -134
171663, 41, 325, -347, 715, -138
171764, 30, 326, -386, 730, -142
171865, 19, 327, -426, 740, -146
171966, 8, 328, -465, 750, -148
172067, 10, 341, -459, 770, -151
172168, 12, 354, -453, 790, -155
172269, 14, 367, -446, 800, -158
172370, 16, 380, -440, 810, -161
172471, 18, 393, -434, 815, -162
172572, 20, 406, -428, 820, -163
172673, 22, 419, -421, 825, -164
172774, 24, 432, -415, 830, -165
172875, 20, 430, -351, 840, -167
172976, 16, 428, -288, 850, -169
173077, 12, 426, -224, 855, -170
173178, 8, 424, -160, 860, -171
173279, 4, 422, -96, 865, -172
173380, 0, 420, -33, 870, -173
173481, -4, 418, 31, 880, -175
173583, -8, 416, 95, 890, -177
173684, -8, 416, 95, 890, -177
173785, -8, 416, 95, 890, -177
173886, 3, 411, 53, 875, -175
173987, 14, 406, 10, 860, -172
174088, 25, 401, -33, 840, -169
174189, 36, 396, -75, 820, -165
174290, 47, 391, -118, 795, -161
174391, 58, 386, -160, 770, -157
174492, 69, 381, -203, 735, -152
174593, 80, 376, -245, 700, -146
174694, 82, 377, -239, 650, -140
174795, 84, 378, -234, 600, -133
174897, 86, 379, -228, 555, -125
174998, 88, 380, -223, 510, -116
175099, 90, 381, -217, 450, -108
175200, 92, 382, -211, 390, -98
175301, 94, 383, -206, 360, -89
175403, 96, 384, -200, 330, -80
175504, 79, 346, -177, 300, -72
175605, 62, 308, -154, 270, -65
175706, 45, 270, -131, 240, -58
175807, 28, 232, -108, 210, -51
175908, 11, 194, -84, 180, -44
176009, -6, 156, -61, 150, -38
176110, -23, 118, -38, 125, -32
176211, -40, 80, -15, 100, -26
176312, -35, 70, -13, 80, -20
176413, -30, 60, -11, 60, -15
176514, -25, 50, -9, 45, -11
176615, -20, 40, -8, 30, -7
176716, -15, 30, -6, 20, -4
176817, -10, 20, -4, 10, -2
176918, 0, 0, 0, 0, 1
177019, -5, 31, -1, 10, 1
177120, -10, 62, -1, 20, -2
177221, -15, 93, -2, 35, -5
177323, -20, 124, -3, 50, -8
177424, -25, 155, -3, 70, -11
177525, -30, 186, -4, 90, -15
177626, -35, 217, -4, 110, -19
177727, -40, 248, -5, 130, -22
177828, -44, 258, -16, 155, -27
177929, -48, 268, -28, 180, -31
178030, -52, 278, -39, 210, -36
178131, -56, 288, -50, 240, -41
178232, -60, 298, -61, 270, -46
178333, -64, 308, -73, 300, -52
178434, -68, 318, -84, 320, -58
178535, -72, 328, -95, 340, -62
178636, -51, 327, -102, 365, -67
178737, -30, 326, -109, 390, -72
178838, -9, 325, -116, 420, -77
178939, 12, 324, -123, 450, -83
179040, 33, 323, -129, 485, -88
179141, 54, 322, -136, 520, -95
179243, 75, 321, -143, 565, -101
179344, 96, 320, -150, 610, -109
179445, 85, 321, -189, 635, -116
179547, 74, 322, -229, 660, -122
179648, 63, 323, -268, 680, -128
179749, 52, 324, -308, 700, -134
179850, 41, 325, -347, 715, -138
179951, 30, 326, -386, 730, -142
180052, 19, 327, -426, 740, -146
180154, 8, 328, -465, 750, -148
180255, 10, 341, -459, 770, -151
180356, 12, 354, -453, 790, -155
180457, 14, 367, -446, 800, -158
180558, 16, 380, -440, 810, -161
180659, 18, 393, -434, 815, -162
180760, 20, 406, -428, 820, -163
180861, 22, 419, -421, 825, -164
180962, 24, 432, -415, 830, -165
181063, 20, 430, -351, 840, -167
181164, 16, 428, -288, 850, -169
181265, 12, 426, -224, 855, -170
181366, 8, 424, -160, 860, -171
181467, 4, 422, -96, 865, -172
181568, 0, 420, -33, 870, -173
181669, -4, 418, 31, 880, -175
181770, -8, 416, 95, 890, -177
181871, -8, 416, 95, 890, -177
181972, -8, 416, 95, 890, -177
182074, 3, 411, 53, 875, -175
182175, 14, 406, 10, 860, -172
182276, 25, 401, -33, 840, -169
182377, 36, 396, -75, 820, -165
182478, 47, 391, -118, 795, -161
182579, 58, 386, -160, 770, -157
182680, 69, 381, -203, 735, -152
182781, 80, 376, -245, 700, -146
182882, 82, 377, -239, 650, -140
182983, 84, 378, -234, 600, -133
183084, 86, 379, -228, 555, -125
183185, 88, 380, -223, 510, -116
183286, 90, 381, -217, 450, -108
183387, 92, 382, -211, 390, -98
183488, 94, 383, -206, 360, -89
183589, 96, 384, -200, 330, -80
183690, 79, 346, -177, 300, -72
183791, 62, 308, -154, 270, -65
183892, 45, 270, -131, 240, -58
183994, 28, 232, -108, 210, -51
184095, 11, 194, -84, 180, -44
184196, -6, 156, -61, 150, -38
184297, -23, 118, -38, 125, -32
184399, -40, 80, -15, 100, -26
184500, -35, 70, -13, 80, -20
184601, -30, 60, -11, 60, -15
184702, -25, 50, -9, 45, -11
184804, -20, 40, -8, 30, -7
184905, -15, 30, -6, 20, -4
185006, -10, 20, -4, 10, -1
185107, 0, 0, 0, 0, 1
185208, -5, 31, -1, 10, 0
185309, -10, 62, -1, 20, -2
185410, -15, 93, -2, 35, -5
185511, -20, 124, -3, 50, -8
185612, -25, 155, -3, 70, -11
185713, -30, 186, -4, 90, -15
185814, -35, 217, -4, 110, -19
185915, -40, 248, -5, 130, -22
186016, -44, 258, -16, 155, -27
186117, -48, 268, -28, 180, -31
186218, -52, 278, -39, 210, -36
186319, -56, 288, -50, 240, -41
186420, -60, 298, -61, 270, -46
186521, -64, 308, -73, 300, -52
186622, -68, 318, -84, 320, -58
186724, -72, 328, -95, 340, -63
186825, -51, 327, -102, 365, -67
186926, -30, 326, -109, 390, -72
187027, -9, 325, -116, 420, -77
187128, 12, 324, -123, 450, -83
187229, 33, 323, -129, 485, -89
187330, 54, 322, -136, 520, -95
187431, 75, 321, -143, 565, -101
187532, 96, 320, -150, 610, -109
187633, 85, 321, -189, 635, -116
187734, 74, 322, -229, 660, -122
187835, 63, 323, -268, 680, -128
187936, 52, 324, -308, 700, -134
188037, 41, 325, -347, 715, -138
188138, 30, 326, -386, 730, -142
188239, 19, 327, -426, 740, -146
188340, 8, 328, -465, 750, -148
188441, 10, 341, -459, 770, -151
188542, 12, 354, -453, 790, -155
188644, 14, 367, -446, 800, -158
188745, 16, 380, -440, 810, -160
188846, 18, 393, -434, 815, -162
188947, 20, 406, -428, 820, -163
189048, 22, 419, -421, 825, -164
189149, 24, 432, -415, 830, -165
189250, 20, 430, -351, 840, -167
189351, 16, 428, -288, 850, -169
189452, 12, 426, -224, 855, -170
189553, 8, 424, -160, 860, -171
189654, 4, 422, -96, 865, -172
189755, 0, 420, -33, 870, -173
189856, -4, 418, 31, 880, -175
189957, -8, 416, 95, 890, -177
190058, -8, 416, 95, 890, -177
190159, -8, 416, 95, 890, -177
190260, 3, 411, 53, 875, -175
190361, 14, 406, 10, 860, -172
190462, 25, 401, -33, 840, -169
190564, 36, 396, -75, 820, -165
190665, 47, 391, -118, 795, -161
190766, 58, 386, -160, 770, -157
190867, 69, 381, -203, 735, -152
190968, 80, 376, -245, 700, -146
191069, 82, 377, -239, 650, -140
191170, 84, 378, -234, 600, -132
191271, 86, 379, -228, 555, -124
191372, 88, 380, -223, 510, -116
191473, 90, 381, -217, 450, -108
191574, 92, 382, -211, 390, -98
191675, 94, 383, -206, 360, -89
191776, 96, 384, -200, 330, -80
191877, 79, 346, -177, 300, -72
191978, 62, 308, -154, 270, -65
192079, 45, 270, -131, 240, -58
192180, 28, 232, -108, 210, -51
192281, 11, 194, -84, 180, -44
192382, -6, 156, -61, 150, -38
192484, -23, 118, -38, 125, -31
192585, -40, 80, -15, 100, -26
192686, -35, 70, -13, 80, -20
192787, -30, 60, -11, 60, -15
192888, -25, 50, -9, 45, -11
192989, -20, 40, -8, 30, -6
193090, -15, 30, -6, 20, -3
193191, -10, 20, -4, 10, 0
193292, 0, 0, 0, 0, 2
193393, -5, 31, -1, 10, 2
193494, -10, 62, -1, 20, -1
193595, -15, 93, -2, 35, -4
193696, -20, 124, -3, 50, -7
193797, -25, 155, -3, 70, -10
Emergency stop command received!
Ready for new commands (Type 'l' to start cycle).
